issue_date	mutual_fund_name	name_of_issuer	cusip	number_of_shares
2012-05-15	ADVANCE_CAPITAL_I_INC	KOHLS CORPORATION	500255104  	8,900
2012-05-15	ADVANCE_CAPITAL_I_INC	KANSAS CITY SOUTHERN	485170302  	11,100
2012-05-15	ADVANCE_CAPITAL_I_INC	LOEWS CORP	540424108  	7,026
2012-05-15	ADVANCE_CAPITAL_I_INC	LEAR CORP	521865204  	6,190
2012-05-15	ADVANCE_CAPITAL_I_INC	LINCOLN ELECTRIC	533900106  	8,400
2012-05-15	ADVANCE_CAPITAL_I_INC	LENNOX INTERNATIONAL	526107107  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	LKQ CORPCOM	501889208  	24,000
2012-05-15	ADVANCE_CAPITAL_I_INC	L-3 COMMUNICATIONS	502424104  	3,518
2012-05-15	ADVANCE_CAPITAL_I_INC	LILLY (ELI)	532457108  	12,338
2012-05-15	ADVANCE_CAPITAL_I_INC	Liberty Media Corp.	530322106  	2,949
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLIANT ENERGY CORP	018802108  	11,400
2012-05-15	ADVANCE_CAPITAL_I_INC	LIBERTY PPTY TRSH	531172104  	12,000
2012-05-15	ADVANCE_CAPITAL_I_INC	LANDSTAR SYSTEM INC	515098101  	4,900
2012-05-15	ADVANCE_CAPITAL_I_INC	LIFE TIME FITNESS	53217R207  	4,400
2012-05-15	ADVANCE_CAPITAL_I_INC	MACERICH COCOM	554382101  	13,400
2012-05-15	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORPORATION	580135101  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	MICROS SYSTEMS INC	594901100  	6,000
2012-05-15	ADVANCE_CAPITAL_I_INC	MEDNAX INC	58502B106  	3,300
2012-05-15	ADVANCE_CAPITAL_I_INC	MONDELEZ INTERNATION	609207105  	45,800
2012-05-15	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC.	585055106  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	MDU RES GROUP INC	552690109  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	MOHAWK INDUSTRIES	608190104  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	3M CO.	88579Y101  	3,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ALTRIA GROUP INC.IES, INC.	02209S103  	47,002
2012-05-15	ADVANCE_CAPITAL_I_INC	MARATHON PETROLEUM	56585A102  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MERCK & COMPANY, INC..	58933Y105  	51,500
2012-05-15	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP..	565849106  	17,500
2012-05-15	ADVANCE_CAPITAL_I_INC	MARVELL TECHNOLOGY	G5876H105  	22,445
2012-05-15	ADVANCE_CAPITAL_I_INC	MSCI INC	55354G100  	12,200
2012-05-15	ADVANCE_CAPITAL_I_INC	MICROSOFT	594918104  	48,515
2012-05-15	ADVANCE_CAPITAL_I_INC	MSC INDUSTRIAL DIREC	553530106  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	METTLER-TOLEDO INTL.	592688105  	2,500
2012-05-15	ADVANCE_CAPITAL_I_INC	MYLAN INCCOM	628530107  	39,500
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL INSTRUMENTSCORP.	636518102  	9,500
2012-05-15	ADVANCE_CAPITAL_I_INC	NCR CORPCOM	62886E108  	26,500
2012-05-15	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101  	9,600
2012-05-15	ADVANCE_CAPITAL_I_INC	NEWMARKET CORP	651587107  	1,100
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL FUEL GAS	636180101  	11,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NIKE	654106103  	2,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELLVARCO INC	637071101  	14,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201  	9,800
2012-05-15	ADVANCE_CAPITAL_I_INC	NETEASE	64110W102  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORPORATION	665859104  	10,800
2012-05-15	ADVANCE_CAPITAL_I_INC	NVIDIA CORP.	67066G104  	16,585
2012-05-15	ADVANCE_CAPITAL_I_INC	NV ENERGY INCCOM	67073Y106  	30,400
2012-05-15	ADVANCE_CAPITAL_I_INC	NVR INCCM	62944T105  	500
2012-05-15	ADVANCE_CAPITAL_I_INC	NXP SEMICONDUCTOR	N6596X109  	24,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NEW YORK COMM BANCOR	649445103  	44,400
2012-05-15	ADVANCE_CAPITAL_I_INC	NYSE EURONEXT	629491101  	14,500
2012-05-15	ADVANCE_CAPITAL_I_INC	REALTY INCOME CORP	756109104  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	OMNICARE INC	681904108  	11,800
2012-05-15	ADVANCE_CAPITAL_I_INC	OGE ENERGY PROGRAM	670837103  	12,200
2012-05-15	ADVANCE_CAPITAL_I_INC	OCEANEERING INTERNAT	675232102  	13,000
2012-05-15	ADVANCE_CAPITAL_I_INC	OIL STATES INTL	678026105  	12,700
2012-05-15	ADVANCE_CAPITAL_I_INC	ORACLE	68389X105  	34,971
2012-05-15	ADVANCE_CAPITAL_I_INC	OCCIDENTAL PETROLEUM	674599105  	2,626
2012-05-15	ADVANCE_CAPITAL_I_INC	VERIFONE SYSTEMS INC	92342Y109  	21,900
2012-05-15	ADVANCE_CAPITAL_I_INC	PEPSICO, INC.	713448108  	30,400
2012-05-15	ADVANCE_CAPITAL_I_INC	PETSMART INC.	716768106  	9,300
2012-05-15	ADVANCE_CAPITAL_I_INC	PFIZER INC.	717081103  	51,020
2012-05-15	ADVANCE_CAPITAL_I_INC	PROCTOR & GAMBLE	742718109  	31,800
2012-05-15	ADVANCE_CAPITAL_I_INC	POLARIS INDUSTRIES	731068102  	5,600
2012-05-15	ADVANCE_CAPITAL_I_INC	PACKAGING CORP OF AM	695156109  	10,200
2012-05-15	ADVANCE_CAPITAL_I_INC	POLYCOM	73172K104  	18,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PNC BANK CORPORATION	693475105  	8,000
2012-05-15	ADVANCE_CAPITAL_I_INC	PENTAIR INC	709631105  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	PANERA BREAD CO	69840W108  	3,000
2012-05-15	ADVANCE_CAPITAL_I_INC	PPG INDS INC.	693506107  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PPL CORPORATION	69351T106  	21,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PERRIGO COMPANY	714290103  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PHILLIPS 66	718546104  	4,537
2012-05-15	ADVANCE_CAPITAL_I_INC	PVH CORP	693656100  	7,200
2012-05-15	ADVANCE_CAPITAL_I_INC	PLAINS EXPLORATION	726505100  	13,000
2012-05-15	ADVANCE_CAPITAL_I_INC	QUALCOMM INC	747525103  	14,700
2012-05-15	ADVANCE_CAPITAL_I_INC	RALCORP HOLDINGS COR	751028101  	3,200
2012-05-15	ADVANCE_CAPITAL_I_INC	REYNOLDS AMERICAN	761713106  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	RACKSPACE HOSTING	750086100  	10,700
2012-05-15	ADVANCE_CAPITAL_I_INC	RENT-A-CENTER INC	76009N100  	9,400
2012-05-15	ADVANCE_CAPITAL_I_INC	EVEREST REINSURANCE	G3223R108  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	REGENERON PHARMACEUT	75886F107  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	REINSURANCE GROUPAMER INC	759351604  	10,600
2012-05-15	ADVANCE_CAPITAL_I_INC	ROYAL GOLD INC	780287108  	3,300
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYMOND JAMES FINANCIAL, INC.	754730109  	11,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ROCK-TENN CO	772739207  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	RESMED INC.	761152107  	11,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ROVI CORP	779376102  	11,100
2012-05-15	ADVANCE_CAPITAL_I_INC	RPM INTERNATIONALINC	749685103  	13,100
2012-05-15	ADVANCE_CAPITAL_I_INC	RELIANCE STEEL & ALU	759509102  	7,500
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYTHEON CO	755111507  	8,600
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYONIER INC	754907103  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	SIGNATURE BANK	82669G104  	6,600
2012-05-15	ADVANCE_CAPITAL_I_INC	SERVICE CORP INTL	817565104  	21,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SEI CORPORATION	784117103  	20,500
2012-05-15	ADVANCE_CAPITAL_I_INC	SMITHFIELD FOODS INC	832248108  	15,500
2012-05-15	ADVANCE_CAPITAL_I_INC	SHAW GROUP INC	820280105  	6,800
2012-05-15	ADVANCE_CAPITAL_I_INC	JM SMUCKER CO	832696405  	3,750
2012-05-15	ADVANCE_CAPITAL_I_INC	SILICON LABORATORIES	826919102  	7,600
2012-05-15	ADVANCE_CAPITAL_I_INC	SL GREEN REALTY CORP	78440X101  	9,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SILGAN HOLDINGS INC	827048109  	5,200
2012-05-15	ADVANCE_CAPITAL_I_INC	SOLERA HOLDINGS INC	83421A104  	19,350
2012-05-15	ADVANCE_CAPITAL_I_INC	SM ENERGY CO	78454L100  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	SCOTTS MIRACLE-GRO C	810186106  	4,700
2012-05-15	ADVANCE_CAPITAL_I_INC	SENIOR HOUSING PROP	81721M109  	18,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SYNOPSYS, INC.*	871607107  	18,400
2012-05-15	ADVANCE_CAPITAL_I_INC	SUPERIOR ENERGY SERV	868157108  	16,400
2012-05-15	ADVANCE_CAPITAL_I_INC	SPX CORPCOM	784635104  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	QUESTAR CORP	748356102  	24,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SOLARWINDS INC	83416B109  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	SKYWORKS SOLUTIONS I	83088M102  	19,200
2012-05-15	ADVANCE_CAPITAL_I_INC	STRYKER CORPORATION	863667101  	4,700
2012-05-15	ADVANCE_CAPITAL_I_INC	SYMANTEC CORPORATION	871503108  	19,955
2012-05-15	ADVANCE_CAPITAL_I_INC	AT&T	00206R102  	80,300
2012-05-15	ADVANCE_CAPITAL_I_INC	TAUBMAN CENTERS INC	876664103  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	TORONTO DOMINION	891160509  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TERADATA CORPORATION	88076W103  	8,300
2012-05-15	ADVANCE_CAPITAL_I_INC	TECH DATA CORPCOM	878237106  	6,600
2012-05-15	ADVANCE_CAPITAL_I_INC	Teva Pharmaceutical	881624209  	12,000
2012-05-15	ADVANCE_CAPITAL_I_INC	TRIUMPH GROUP INCCOM	896818101  	5,000
2012-05-15	ADVANCE_CAPITAL_I_INC	TARGET CORP.	87612E106  	17,700
2012-05-15	ADVANCE_CAPITAL_I_INC	THORATEC CORPORATION	885175307  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	TIBCO SOFTWARE INC	88632Q103  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	TJX COMPANIES, INC.	872540109  	11,400
2012-05-15	ADVANCE_CAPITAL_I_INC	TIMKEN CO	887389104  	11,400
2012-05-15	ADVANCE_CAPITAL_I_INC	Trimble Navigation	896239100  	12,700
2012-05-15	ADVANCE_CAPITAL_I_INC	TRINITY INDS INC	896522109  	8,400
2012-05-15	ADVANCE_CAPITAL_I_INC	ST PAUL TRAVELERS CO	89417E109  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	TRW Automotive Holdings Co	87264S106  	16,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TRACTOR SUPPLY CO	892356106  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TUPPERWARE BRANDS	899896104  	16,550
2012-05-15	ADVANCE_CAPITAL_I_INC	TW TELECOM INC	87311L104  	15,000
2012-05-15	ADVANCE_CAPITAL_I_INC	TIME WARNER INC	887317303  	17,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TEXAS INSTRUMENTS	882508104  	16,100
2012-05-15	ADVANCE_CAPITAL_I_INC	UNDER ARMOUR INC	904311107  	7,400
2012-05-15	ADVANCE_CAPITAL_I_INC	UDR INCCOM	902653104  	25,300
2012-05-15	ADVANCE_CAPITAL_I_INC	UGI HOLDING CORPCOM	902681105  	15,200
2012-05-15	ADVANCE_CAPITAL_I_INC	UNIVERSAL HEALTH SVS	913903100  	14,200
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITEDHEALTH GROUP I	91324P102  	14,000
2012-05-15	ADVANCE_CAPITAL_I_INC	UNIT CORP	909218109  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	UPS	911312106  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED RENTALS INC.	911363109  	12,200
2012-05-15	ADVANCE_CAPITAL_I_INC	URS CORPCM	903236107  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	U.S. BANCORP	902973304  	21,700
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED THERAPEUTICS	91307C102  	5,600
2012-05-15	ADVANCE_CAPITAL_I_INC	UTI WORLDWIDE INC.	G87210103  	11,100
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED TECHNOLOGIESCORPORATION	913017109  	8,500
2012-05-15	ADVANCE_CAPITAL_I_INC	VISA INC	92826C839  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	VALSPAR CORPORATION	920355104  	9,300
2012-05-15	ADVANCE_CAPITAL_I_INC	VALERO ENERGY CORP	91913Y100  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	VALMONT INDUSTRIES	920253101  	2,300
2012-05-15	ADVANCE_CAPITAL_I_INC	VODAFONE GROUP PLC	92857W209  	14,165
2012-05-15	ADVANCE_CAPITAL_I_INC	VERTEX PHARMA.	92532F100  	15,900
2012-05-15	ADVANCE_CAPITAL_I_INC	VERIZON COMM	92343V104  	19,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WABTEC	929740108  	5,000
2012-05-15	ADVANCE_CAPITAL_I_INC	WALGREEN CO	931422109  	10,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WASTE CONNECTIONS	941053100  	32,900
2012-05-15	ADVANCE_CAPITAL_I_INC	WADDEL & REED FINANCIAL CLASS A	930059100  	8,800
2012-05-15	ADVANCE_CAPITAL_I_INC	WELLS FARGO	949746101  	38,900
2012-05-15	ADVANCE_CAPITAL_I_INC	WAL-MART	931142103  	13,899
2012-05-15	ADVANCE_CAPITAL_I_INC	WESTAR ENERGY INC	95709T100  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	WR BERKLEY CORP	084423102  	11,300
2012-05-15	ADVANCE_CAPITAL_I_INC	WILLIAMS-SONOMA, INC..*	969904101  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	AQUA AMERICA INC.	03836W103  	18,800
2012-05-15	ADVANCE_CAPITAL_I_INC	WESTERN UNION	959802109  	36,100
2012-05-15	ADVANCE_CAPITAL_I_INC	WOODWARD INC.	980745103  	9,600
2012-05-15	ADVANCE_CAPITAL_I_INC	WEX Inc.	96208T104  	8,750
2012-05-15	ADVANCE_CAPITAL_I_INC	CIMAREX ENERGY CO	171798101  	8,800
2012-05-15	ADVANCE_CAPITAL_I_INC	EXXON MOBIL CORP.	30231G102  	37,203
2012-05-15	ADVANCE_CAPITAL_I_INC	ZEBRA TECHNOLOGIES	989207105  	6,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AARONS INC	002535300  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ADVANCE AUTO PARTS	00751Y106  	7,600
2012-05-15	ADVANCE_CAPITAL_I_INC	APPLE COMPUTER	037833100  	2,450
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERISOURCE BERGEN	03073E105  	12,400
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN CAMPUS	024835100  	8,100
2012-05-15	ADVANCE_CAPITAL_I_INC	ACE Limited	H0023R105  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	AECOM TECHNOLOGY	00766T100  	12,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ACCENTURE LTD	G1151C101  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AUTOMATIC DATA PROCESSING, INC.	053015103  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLIANCE DATASYS	018581108  	5,100
2012-05-15	ADVANCE_CAPITAL_I_INC	ADTRAN INC.	00738A106  	6,700
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN EAGLE	02553E106  	20,000
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN ELEC PWR	025537101  	12,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AETNA INC.	00817Y108  	10,700
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN FIN. GRP.	025932104  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	AFLAC, INC.	001055102  	11,300
2012-05-15	ADVANCE_CAPITAL_I_INC	AGCO CO	001084102  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERIGROUP CORP	03073T102  	5,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ARTHUR GALLAGHER CO	363576109  	16,800
2012-05-15	ADVANCE_CAPITAL_I_INC	ALBEMARLE CORP	012653101  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ALASKA AIR GROUP	011659109  	7,700
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLSTATE CORP	020002101  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	APPLIED MATERIAL	038222105  	11,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AMETEK INC	031100100  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	AFFILIATED MANAGERSGROUP	008252108  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	AMGEN, INC.*	031162100  	7,404
2012-05-15	ADVANCE_CAPITAL_I_INC	ANSYS INC.	03662Q105  	9,800
2012-05-15	ADVANCE_CAPITAL_I_INC	APACHE CORPORATION	037411105  	12,796
2012-05-15	ADVANCE_CAPITAL_I_INC	ALEXANDRIA REAL EST	015271109  	6,500
2012-05-15	ADVANCE_CAPITAL_I_INC	ARROW ELECTRONIC	042735100  	12,000
2012-05-15	ADVANCE_CAPITAL_I_INC	ASHLAND INC.	044209104  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ASCENA RETAIL GROUP	04351G101  	13,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ATMEL CORPORATION	049513104  	46,700
2012-05-15	ADVANCE_CAPITAL_I_INC	APTAR GROUP INC.	038336103  	6,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ATWOOD OCEANICS INC	050095108  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	AVNET INC	053807103  	15,300
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN EXPRESS COMPANY	025816109  	16,700
2012-05-15	ADVANCE_CAPITAL_I_INC	BANK OF AMERICA CORP	060505104  	28,270
2012-05-15	ADVANCE_CAPITAL_I_INC	BED BATH & BEYOND, INC.*	075896100  	11,900
2012-05-15	ADVANCE_CAPITAL_I_INC	BECTON DICKINSON &CO	075887109  	4,300
2012-05-15	ADVANCE_CAPITAL_I_INC	BE AEROSPACE INC	073302101  	10,700
2012-05-15	ADVANCE_CAPITAL_I_INC	FRANKLIN RESOURCES,INC.	354613101  	5,600
2012-05-15	ADVANCE_CAPITAL_I_INC	BAKER HUGHES INC.	057224107  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SOTHEBY'S	835898107  	7,300
2012-05-15	ADVANCE_CAPITAL_I_INC	BANK OF NEW YORK COMPANY, INC.	064058100  	30,000
2012-05-15	ADVANCE_CAPITAL_I_INC	BLACKROCK INC	09247X101  	3,200
2012-05-15	ADVANCE_CAPITAL_I_INC	BRISTOL-MYERS SQUIBBCOMPANY	110122108  	6,219
2012-05-15	ADVANCE_CAPITAL_I_INC	BRE PROPERTIES INC	05564E106  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	BERKSHIRE HATHAWAY I	084670702  	4,170
2012-05-15	ADVANCE_CAPITAL_I_INC	BROWN & BROWN INC	115236101  	12,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PEABODY ENERGY	704549104  	18,300
2012-05-15	ADVANCE_CAPITAL_I_INC	BALLY TECHNOLOGIES	05874B107  	4,600
2012-05-15	ADVANCE_CAPITAL_I_INC	CITIGROUP, INC.	172967424  	7,656
2012-05-15	ADVANCE_CAPITAL_I_INC	CA INC.	12673P105  	12,500
2012-05-15	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH, INC..	14149Y108  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CATERPILLER INC.	149123101  	12,800
2012-05-15	ADVANCE_CAPITAL_I_INC	CBOE HOLDINGS INC	12503M108  	9,400
2012-05-15	ADVANCE_CAPITAL_I_INC	COMMERCE BANCSHARES	200525103  	8,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CADENCE DESIGN SYSTEMS, INC.	127387108  	28,400
2012-05-15	ADVANCE_CAPITAL_I_INC	CERNER CORP	156782104  	8,400
2012-05-15	ADVANCE_CAPITAL_I_INC	CULLEN FROST BANKERS	229899109  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	CHURCH & DWIGHT INC	171340102  	23,350
2012-05-15	ADVANCE_CAPITAL_I_INC	CHICO'S FAS INC.	168615102  	18,100
2012-05-15	ADVANCE_CAPITAL_I_INC	CATALYST HEALTHSOLUTIONS	14888B103  	12,550
2012-05-15	ADVANCE_CAPITAL_I_INC	CLIFFS NATURAL RESRC	18683K101  	9,700
2012-05-15	ADVANCE_CAPITAL_I_INC	CLEAN HARBORS INC	184496107  	4,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MACK-CALI REALTY	554489104  	9,400
2012-05-15	ADVANCE_CAPITAL_I_INC	COMCAST CORP	20030N101  	30,700
2012-05-15	ADVANCE_CAPITAL_I_INC	Cummins Inc	231021106  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	COMPASS MINERALS INT	20451N101  	3,500
2012-05-15	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105  	13,521
2012-05-15	ADVANCE_CAPITAL_I_INC	COOPER COS INC	216648402  	4,900
2012-05-15	ADVANCE_CAPITAL_I_INC	CONOCOPHILLIPS	20825C104  	5,270
2012-05-15	ADVANCE_CAPITAL_I_INC	COSTCO	22160K105  	3,700
2012-05-15	ADVANCE_CAPITAL_I_INC	COVIDIEN PLC.	G2554F113  	10,700
2012-05-15	ADVANCE_CAPITAL_I_INC	Copart Inc	217204106  	11,200
2012-05-15	ADVANCE_CAPITAL_I_INC	CAMDEN PPTY TRSH	133131102  	8,100
2012-05-15	ADVANCE_CAPITAL_I_INC	CREE INC.	225447101  	12,500
2012-05-15	ADVANCE_CAPITAL_I_INC	CARPENTER TECHNOLOGY	144285103  	7,000
2012-05-15	ADVANCE_CAPITAL_I_INC	CISCO	17275R102  	83,721
2012-05-15	ADVANCE_CAPITAL_I_INC	CARLISLE COS. INC.	142339100  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	COINSTAR INC.	19259P300  	6,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CSX Corp	126408103  	22,700
2012-05-15	ADVANCE_CAPITAL_I_INC	COVANCE INC.	222816100  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	CVS CORPORATION	126650100  	19,115
2012-05-15	ADVANCE_CAPITAL_I_INC	CHEVRON TEXACO CORP.	166764100  	18,138
2012-05-15	ADVANCE_CAPITAL_I_INC	CORRECTIONS CORP	22025Y407  	10,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CYPRESS SEMI.	232806109  	16,300
2012-05-15	ADVANCE_CAPITAL_I_INC	COMMUNITY HEALTH SYS	203668108  	12,100
2012-05-15	ADVANCE_CAPITAL_I_INC	DARLING INTL INC	237266101  	41,000
2012-05-15	ADVANCE_CAPITAL_I_INC	DONALDSON COMPANY, INC.	257651109  	15,400
2012-05-15	ADVANCE_CAPITAL_I_INC	DELL COMPUTER	24702R101  	23,397
2012-05-15	ADVANCE_CAPITAL_I_INC	DANAHER CORPORATION	235851102  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	DISNEY, WALT COMPANY	254687106  	16,000
2012-05-15	ADVANCE_CAPITAL_I_INC	DICK'S SPORTING GOOD	253393102  	10,200
2012-05-15	ADVANCE_CAPITAL_I_INC	DOLLAR TREE INC	256746108  	6,300
2012-05-15	ADVANCE_CAPITAL_I_INC	DRESSER-RAND GROUP	261608103  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	DUKE REALTY INVESTMENTS, INC.	264411505  	27,900
2012-05-15	ADVANCE_CAPITAL_I_INC	DRIL-QUIP INC	262037104  	3,500
2012-05-15	ADVANCE_CAPITAL_I_INC	DEVON ENERGY CORPORATION	25179M103  	12,964
2012-05-15	ADVANCE_CAPITAL_I_INC	BRINKER INTERNATIONA	109641100  	8,500
2012-05-15	ADVANCE_CAPITAL_I_INC	ENERGEN CORPCOM	29265N108  	7,800
2012-05-15	ADVANCE_CAPITAL_I_INC	EMC CORPORATION - MA	268648102  	16,291
2012-05-15	ADVANCE_CAPITAL_I_INC	EMERSON ELECTRIC COMPANY	291011104  	6,700
2012-05-15	ADVANCE_CAPITAL_I_INC	ENDO PHARMACEUTICALS	29264F205  	48,300
2012-05-15	ADVANCE_CAPITAL_I_INC	ENERGIZER HOLDINGS	29266R108  	8,600
2012-05-15	ADVANCE_CAPITAL_I_INC	EQUINIX INC	29444U502  	4,100
2012-05-15	ADVANCE_CAPITAL_I_INC	ESSEX PROPERTY TRUST	297178105  	3,600
2012-05-15	ADVANCE_CAPITAL_I_INC	EATON VANCE CORPORATION	278265103  	11,900
2012-05-15	ADVANCE_CAPITAL_I_INC	EDWARDS LIFESCIENCESCORP	28176E108  	9,750
2012-05-15	ADVANCE_CAPITAL_I_INC	EAST-WEST BANCORP INC	27579R104  	16,000
2012-05-15	ADVANCE_CAPITAL_I_INC	EXELON CORP	30161N101  	11,800
2012-05-15	ADVANCE_CAPITAL_I_INC	EZCORP INCCL A NON	302301106  	13,700
2012-05-15	ADVANCE_CAPITAL_I_INC	FASTENAL CO	311900104  	10,650
2012-05-15	ADVANCE_CAPITAL_I_INC	FIRST CASH FINANCIAL	31942D107  	12,450
2012-05-15	ADVANCE_CAPITAL_I_INC	Freeport-McMoRan	35671D857  	21,129
2012-05-15	ADVANCE_CAPITAL_I_INC	FACTSET RESEARCH SYS	303075105  	5,700
2012-05-15	ADVANCE_CAPITAL_I_INC	FEDEX CORPORATION	31428X106  	7,100
2012-05-15	ADVANCE_CAPITAL_I_INC	F5 NETWORKS INC	315616102  	7,300
2012-05-15	ADVANCE_CAPITAL_I_INC	FIDELITY NATL INFORM	31620M106  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	FOOT LOCKER INCCOM	344849104  	15,900
2012-05-15	ADVANCE_CAPITAL_I_INC	FLOWERS FOODS INC	343498101  	11,600
2012-05-15	ADVANCE_CAPITAL_I_INC	FLUOR CORP	343412102  	4,630
